"date","name","value"
2020-01-01,"CA",565000
2020-01-01,"WV",206100
2020-01-01,"IN",184700
2020-01-01,"SC",241600
2020-01-01,"AR",173800
2020-01-01,"WI",195500
2020-01-01,"IA",197900
2020-01-01,"KY",178800
2020-01-01,"ID",304500
2020-01-01,"LA",219400
2020-01-01,"MO",177200
2020-01-01,"TX",246000
2020-01-01,"KS",268700
2020-01-01,"MA",457300
2020-01-01,"MI",173200
2020-01-01,"VT",237000
2020-01-01,"NH",274400
2020-01-01,"OK",168700
2020-01-01,"VA",334700
2020-01-01,"MS",176900
2020-01-01,"DC",550000
2020-01-01,"CT",257700
2020-01-01,"FL",259200
2020-01-01,"MD",290200
2020-01-01,"AZ",289100
2020-01-01,"HI",590700
2020-01-01,"NC",250400
2020-01-01,"PA",209500
2020-01-01,"CO",415600
2020-01-01,"NV",302900
2020-01-01,"TN",251400
2020-01-01,"IL",216000
2020-01-01,"NY",431600
2020-01-01,"NJ",319800
2020-01-01,"RI",299800
2020-01-01,"AL",199900
2020-01-01,"WA",426700
2020-01-01,"ME",228300
2020-01-01,"MN",254100
2020-01-01,"AK",278900
2019-12-01,"VT",246200
2019-12-01,"WV",207900
2019-12-01,"DC",630000
2019-12-01,"NC",258200
2019-12-01,"TX",259300
2019-12-01,"NY",413200
2019-12-01,"UT",358600
2019-12-01,"NJ",323700
2019-12-01,"MO",186400
2019-12-01,"PA",215800
2019-12-01,"DE",234000
2019-12-01,"WI",199700
2019-12-01,"MI",178200
2019-12-01,"KS",259500
2019-12-01,"FL",265000
2019-12-01,"KY",189400
2019-12-01,"IA",208300
2019-12-01,"AK",288700
2019-12-01,"SC",244100
2019-12-01,"NV",308900
2019-12-01,"NM",368400
2019-12-01,"OK",173900
2019-12-01,"VA",355700
2019-12-01,"HI",578300
2019-12-01,"WA",439400
2019-12-01,"GA",252200
2019-12-01,"NE",204200
2019-12-01,"OR",359800
2019-12-01,"NH",285500
2019-12-01,"ID",302000
2019-12-01,"MS",184100
2019-12-01,"CO",413000
2019-12-01,"OH",163500
2019-12-01,"AR",181800
2019-12-01,"IN",197600
2019-12-01,"CT",263100
2019-12-01,"AL",204900
2019-12-01,"TN",266300
2019-12-01,"MD",309300
2019-12-01,"ME",229600
2019-12-01,"LA",223600
2019-12-01,"IL",221300
2019-12-01,"RI",288500
2019-12-01,"MA",455900
2019-12-01,"AZ",290900
2019-12-01,"MN",258200
2019-12-01,"CA",584500
2019-11-01,"NV",305200
2019-11-01,"IA",201100
2019-11-01,"MS",179500
2019-11-01,"HI",558400
2019-11-01,"MO",180000
2019-11-01,"OH",164400
2019-11-01,"AK",281200
2019-11-01,"IN",192700
2019-11-01,"IL",226400
2019-11-01,"WA",431800
2019-11-01,"ME",235400
2019-11-01,"MA",448300
2019-11-01,"SC",240600
2019-11-01,"NC",256100
2019-11-01,"FL",260400
2019-11-01,"ID",307200
2019-11-01,"VA",342000
2019-11-01,"TN",258100
2019-11-01,"RI",296900
2019-11-01,"MI",182100
2019-11-01,"NE",205100
2019-11-01,"WI",199500
2019-11-01,"LA",220700
2019-11-01,"NM",363700
2019-11-01,"NH",281900
2019-11-01,"AL",200800
2019-11-01,"VT",237300
2019-11-01,"WV",205300
2019-11-01,"DE",238700
2019-11-01,"PA",219000
2019-11-01,"MD",309200
2019-11-01,"UT",350900
2019-11-01,"OR",367800
2019-11-01,"KY",182500
2019-11-01,"DC",620000
2019-11-01,"AZ",284600
2019-11-01,"AR",182000
2019-11-01,"GA",244100
2019-11-01,"KS",265300
2019-11-01,"CT",258500
2019-11-01,"MN",258700
2019-11-01,"OK",171800
2019-11-01,"CO",415500
2019-11-01,"NJ",321900
2019-11-01,"CA",591300
2019-11-01,"NY",385300
2019-11-01,"TX",251400
2019-10-01,"AK",280100
2019-10-01,"AR",176000
2019-10-01,"NY",394100
2019-10-01,"HI",569500
2019-10-01,"WA",431100
2019-10-01,"CA",591000
2019-10-01,"MD",305400
2019-10-01,"NH",281000
2019-10-01,"MI",185800
2019-10-01,"UT",349400
2019-10-01,"MO",186400
2019-10-01,"IA",190800
2019-10-01,"AL",200600
2019-10-01,"MA",441900
2019-10-01,"RI",294500
2019-10-01,"MN",257700
2019-10-01,"LA",222100
2019-10-01,"OR",363800
2019-10-01,"IL",225800
2019-10-01,"IN",195600
2019-10-01,"DC",575000
2019-10-01,"VA",347400
2019-10-01,"PA",213700
2019-10-01,"KY",190900
2019-10-01,"TN",255300
2019-10-01,"CT",249500
2019-10-01,"NC",251600
2019-10-01,"NJ",324200
2019-10-01,"NM",368000
2019-10-01,"TX",253900
2019-10-01,"WI",201700
2019-10-01,"MS",176800
2019-10-01,"NE",208200
2019-10-01,"OH",166700
2019-10-01,"ME",225000
2019-10-01,"KS",259700
2019-10-01,"DE",235600
2019-10-01,"GA",242200
2019-10-01,"ID",298800
2019-10-01,"FL",255400
2019-10-01,"AZ",286200
2019-10-01,"CO",417700
2019-10-01,"WV",195000
2019-10-01,"VT",248900
2019-10-01,"SC",238700
2019-10-01,"OK",172900
2019-10-01,"NV",305300
2019-09-01,"WV",196400
2019-09-01,"NH",283500
2019-09-01,"VT",240400
2019-09-01,"TX",253800
2019-09-01,"GA",245300
2019-09-01,"NM",393300
2019-09-01,"MN",259700
2019-09-01,"OK",173600
2019-09-01,"CT",257400
2019-09-01,"KY",188100
2019-09-01,"DC",575000
2019-09-01,"MI",187400
2019-09-01,"DE",237300
2019-09-01,"NC",253000
2019-09-01,"MS",181700
2019-09-01,"NV",307200
2019-09-01,"AZ",282100
2019-09-01,"OH",170000
2019-09-01,"PA",218000
2019-09-01,"KS",251800
2019-09-01,"RI",296900
2019-09-01,"IN",190000
2019-09-01,"UT",342700
2019-09-01,"CO",414900
2019-09-01,"FL",258100
2019-09-01,"IA",206700
2019-09-01,"AR",175000
2019-09-01,"ID",295400
2019-09-01,"AK",291000
2019-09-01,"WA",423100
2019-09-01,"HI",587300
2019-09-01,"NJ",318200
2019-09-01,"OR",360500
2019-09-01,"SC",242200
2019-09-01,"ME",231300
2019-09-01,"WI",201500
2019-09-01,"TN",253200
2019-09-01,"NY",403700
2019-09-01,"IL",225600
2019-09-01,"LA",217000
2019-09-01,"MA",448000
2019-09-01,"MD",310000
2019-09-01,"NE",204800
2019-09-01,"AL",201200
2019-09-01,"VA",343100
2019-09-01,"CA",577600
2019-09-01,"MO",185000
2019-08-01,"CA",578600
2019-08-01,"VA",356100
2019-08-01,"MA",469800
2019-08-01,"AR",181900
2019-08-01,"NE",210800
2019-08-01,"NC",255200
2019-08-01,"CO",419000
2019-08-01,"PA",230600
2019-08-01,"OR",365800
2019-08-01,"TN",259200
2019-08-01,"NY",412000
2019-08-01,"NJ",335100
2019-08-01,"MS",182400
2019-08-01,"UT",349800
2019-08-01,"AL",203600
2019-08-01,"MO",196900
2019-08-01,"WI",211000
2019-08-01,"CT",276900
2019-08-01,"KS",262300
2019-08-01,"DC",573000
2019-08-01,"KY",194300
2019-08-01,"AZ",281400
2019-08-01,"FL",257100
2019-08-01,"TX",257500
2019-08-01,"AK",296600
2019-08-01,"OH",173300
2019-08-01,"GA",247800
2019-08-01,"WA",434500
2019-08-01,"MD",320600
2019-08-01,"ID",299000
2019-08-01,"IL",237900
2019-08-01,"MN",264300
2019-08-01,"VT",247400
2019-08-01,"NV",302400
2019-08-01,"LA",221000
2019-08-01,"MI",194500
2019-08-01,"IA",210600
2019-08-01,"HI",564000
2019-08-01,"DE",250700
2019-08-01,"NM",389300
2019-08-01,"RI",290200
2019-08-01,"ME",232200
2019-08-01,"IN",200900
2019-08-01,"SC",244400
2019-08-01,"NH",286200
2019-08-01,"WV",204700
2019-08-01,"OK",173800
2019-07-01,"WV",213000
2019-07-01,"AL",202800
2019-07-01,"MD",323900
2019-07-01,"GA",256100
2019-07-01,"TX",259600
2019-07-01,"WA",438200
2019-07-01,"MA",480400
2019-07-01,"VT",250600
2019-07-01,"HI",578300
2019-07-01,"OH",179900
2019-07-01,"NY",405600
2019-07-01,"FL",259500
2019-07-01,"KY",197200
2019-07-01,"OR",365100
2019-07-01,"VA",362200
2019-07-01,"UT",342500
2019-07-01,"CA",591300
2019-07-01,"ME",238600
2019-07-01,"ID",299700
2019-07-01,"MS",184000
2019-07-01,"NE",214100
2019-07-01,"MN",264400
2019-07-01,"PA",230400
2019-07-01,"AK",290600
2019-07-01,"NV",301600
2019-07-01,"CO",423700
2019-07-01,"DE",243300
2019-07-01,"TN",260800
2019-07-01,"MI",193700
2019-07-01,"DC",581300
2019-07-01,"IN",200800
2019-07-01,"CT",279800
2019-07-01,"LA",222200
2019-07-01,"AR",182400
2019-07-01,"SC",244800
2019-07-01,"NH",284900
2019-07-01,"KS",271100
2019-07-01,"MO",193800
2019-07-01,"NC",259500
2019-07-01,"IA",208100
2019-07-01,"RI",293100
2019-07-01,"AZ",282800
2019-07-01,"IL",243600
2019-07-01,"NM",385500
2019-07-01,"OK",178800
2019-07-01,"WI",211500
2019-07-01,"NJ",337300
2019-06-01,"OH",184300
2019-06-01,"ID",299900
2019-06-01,"IN",205700
2019-06-01,"DE",238800
2019-06-01,"NY",493400
2019-06-01,"VT",244400
2019-06-01,"IL",249400
2019-06-01,"DC",610000
2019-06-01,"CA",601300
2019-06-01,"HI",567100
2019-06-01,"KY",198700
2019-06-01,"NC",259000
2019-06-01,"MA",479700
2019-06-01,"AZ",281200
2019-06-01,"RI",294800
2019-06-01,"FL",262500
2019-06-01,"IA",217300
2019-06-01,"OK",180400
2019-06-01,"MN",268900
2019-06-01,"LA",234100
2019-06-01,"PA",239900
2019-06-01,"AL",213200
2019-06-01,"KS",274400
2019-06-01,"MO",205100
2019-06-01,"NV",303400
2019-06-01,"NH",296200
2019-06-01,"WI",217000
2019-06-01,"MI",192900
2019-06-01,"NE",215400
2019-06-01,"UT",340600
2019-06-01,"TX",266200
2019-06-01,"SC",249700
2019-06-01,"ME",241900
2019-06-01,"AK",298300
2019-06-01,"NJ",332100
2019-06-01,"VA",369300
2019-06-01,"WV",207200
2019-06-01,"MD",330000
2019-06-01,"OR",370300
2019-06-01,"GA",260400
2019-06-01,"CO",425800
2019-06-01,"TN",265500
2019-06-01,"CT",285200
2019-06-01,"MS",188200
2019-06-01,"NM",400100
2019-06-01,"WA",450500
2019-06-01,"AR",180500
2019-05-01,"IN",196500
2019-05-01,"CA",599300
2019-05-01,"KS",275900
2019-05-01,"PA",221900
2019-05-01,"VT",243200
2019-05-01,"DE",232400
2019-05-01,"DC",594900
2019-05-01,"OH",174900
2019-05-01,"SC",243300
2019-05-01,"GA",255300
2019-05-01,"MD",321300
2019-05-01,"MN",265000
2019-05-01,"IA",202200
2019-05-01,"MI",188900
2019-05-01,"WI",209100
2019-05-01,"WA",450500
2019-05-01,"NE",213200
2019-05-01,"NY",422900
2019-05-01,"AZ",277800
2019-05-01,"ID",291900
2019-05-01,"CT",271400
2019-05-01,"AR",183100
2019-05-01,"NJ",316400
2019-05-01,"OR",370900
2019-05-01,"WV",210400
2019-05-01,"RI",294100
2019-05-01,"HI",564600
2019-05-01,"NM",381700
2019-05-01,"UT",339800
2019-05-01,"IL",242500
2019-05-01,"TN",257400
2019-05-01,"NH",283200
2019-05-01,"NC",257300
2019-05-01,"CO",426300
2019-05-01,"MA",462000
2019-05-01,"VA",364200
2019-05-01,"OK",174400
2019-05-01,"KY",191500
2019-05-01,"ME",236000
2019-05-01,"MS",182900
2019-05-01,"LA",227900
2019-05-01,"AK",284000
2019-05-01,"MO",195600
2019-05-01,"NV",300100
2019-05-01,"FL",261000
2019-05-01,"TX",262200
2019-05-01,"AL",213800
2019-04-01,"IN",188400
2019-04-01,"WV",188300
2019-04-01,"NV",291600
2019-04-01,"MA",439800
2019-04-01,"NY",428200
2019-04-01,"CO",417800
2019-04-01,"RI",277800
2019-04-01,"NM",350400
2019-04-01,"ME",217500
2019-04-01,"GA",244800
2019-04-01,"MS",177000
2019-04-01,"NH",274400
2019-04-01,"VT",224700
2019-04-01,"UT",341200
2019-04-01,"LA",217800
2019-04-01,"OH",165700
2019-04-01,"TN",244700
2019-04-01,"MN",261000
2019-04-01,"MD",306000
2019-04-01,"KS",259200
2019-04-01,"WA",442400
2019-04-01,"NC",253900
2019-04-01,"AK",280500
2019-04-01,"IA",200300
2019-04-01,"OK",167600
2019-04-01,"WI",201800
2019-04-01,"HI",536100
2019-04-01,"IL",238400
2019-04-01,"FL",253200
2019-04-01,"MO",185000
2019-04-01,"VA",367800
2019-04-01,"DC",590000
2019-04-01,"DE",223000
2019-04-01,"CA",591000
2019-04-01,"CT",248700
2019-04-01,"MI",178900
2019-04-01,"NE",196100
2019-04-01,"NJ",303400
2019-04-01,"AZ",270700
2019-04-01,"TX",254000
2019-04-01,"SC",233700
2019-04-01,"OR",357900
2019-04-01,"AL",202300
2019-04-01,"ID",285000
2019-04-01,"AR",172300
2019-04-01,"KY",181600
2019-04-01,"PA",209300
2019-03-01,"NJ",292900
2019-03-01,"ID",280100
2019-03-01,"NH",267300
2019-03-01,"WA",429200
2019-03-01,"AR",168300
2019-03-01,"OR",349600
2019-03-01,"KY",175600
2019-03-01,"TN",244200
2019-03-01,"FL",250700
2019-03-01,"PA",204900
2019-03-01,"NY",417100
2019-03-01,"DC",570000
2019-03-01,"RI",270300
2019-03-01,"MI",171600
2019-03-01,"MS",178900
2019-03-01,"NC",246400
2019-03-01,"WI",191500
2019-03-01,"VT",229800
2019-03-01,"TX",249100
2019-03-01,"IN",183400
2019-03-01,"MD",294900
2019-03-01,"MN",257500
2019-03-01,"CA",573500
2019-03-01,"NV",291200
2019-03-01,"IL",225900
2019-03-01,"NM",387900
2019-03-01,"DE",220000
2019-03-01,"HI",549000
2019-03-01,"IA",197700
2019-03-01,"MO",179100
2019-03-01,"AL",194100
2019-03-01,"GA",239600
2019-03-01,"AZ",266000
2019-03-01,"AK",274300
2019-03-01,"NE",200500
2019-03-01,"WV",186400
2019-03-01,"LA",208500
2019-03-01,"CT",238900
2019-03-01,"OK",167300
2019-03-01,"SC",232300
2019-03-01,"ME",217900
2019-03-01,"OH",156600
2019-03-01,"VA",343200
2019-03-01,"CO",408400
2019-03-01,"KS",252700
2019-03-01,"MA",430900
2019-03-01,"UT",321700
2019-02-01,"VT",225400
2019-02-01,"MO",166700
2019-02-01,"IA",193100
2019-02-01,"NE",190500
2019-02-01,"KY",174700
2019-02-01,"HI",531900
2019-02-01,"OK",162600
2019-02-01,"FL",245800
2019-02-01,"WI",183600
2019-02-01,"MD",277500
2019-02-01,"ID",276900
2019-02-01,"IL",211900
2019-02-01,"WA",421800
2019-02-01,"NH",248600
2019-02-01,"NV",288000
2019-02-01,"AL",180700
2019-02-01,"WV",180500
2019-02-01,"NM",352500
2019-02-01,"IN",177500
2019-02-01,"NJ",284200
2019-02-01,"PA",193400
2019-02-01,"OR",346400
2019-02-01,"NC",239100
2019-02-01,"SC",222900
2019-02-01,"ME",216800
2019-02-01,"RI",252100
2019-02-01,"KS",231700
2019-02-01,"CA",547100
2019-02-01,"DC",575000
2019-02-01,"MN",248100
2019-02-01,"AR",160200
2019-02-01,"CT",226500
2019-02-01,"TN",233300
2019-02-01,"AZ",262800
2019-02-01,"CO",397600
2019-02-01,"UT",330000
2019-02-01,"OH",152300
2019-02-01,"MS",166300
2019-02-01,"TX",241000
2019-02-01,"MA",411100
2019-02-01,"GA",230900
2019-02-01,"NY",426300
2019-02-01,"DE",221000
2019-02-01,"LA",203000
2019-02-01,"VA",322900
2019-02-01,"AK",263200
2019-02-01,"MI",167000
2019-01-01,"GA",227100
2019-01-01,"MS",171500
2019-01-01,"NV",293100
2019-01-01,"IA",190900
2019-01-01,"NJ",292900
2019-01-01,"TN",230900
2019-01-01,"DC",529500
2019-01-01,"FL",242800
2019-01-01,"PA",194300
2019-01-01,"KS",235200
2019-01-01,"HI",558800
2019-01-01,"IL",209600
2019-01-01,"AK",264100
2019-01-01,"SC",228700
2019-01-01,"NM",379700
2019-01-01,"MN",243400
2019-01-01,"OK",155800
2019-01-01,"CO",393700
2019-01-01,"DE",218300
2019-01-01,"TX",232200
2019-01-01,"NE",185600
2019-01-01,"OH",144800
2019-01-01,"CT",232400
2019-01-01,"WV",206500
2019-01-01,"AZ",263000
2019-01-01,"KY",174500
2019-01-01,"LA",204200
2019-01-01,"MI",162400
2019-01-01,"WA",399200
2019-01-01,"NY",404900
2019-01-01,"ID",269000
2019-01-01,"WI",184200
2019-01-01,"NH",266700
2019-01-01,"IN",172300
2019-01-01,"VA",327800
2019-01-01,"OR",336800
2019-01-01,"RI",263700
2019-01-01,"CA",531000
2019-01-01,"AL",183300
2019-01-01,"MO",174800
2019-01-01,"MD",274100
2019-01-01,"AR",164700
2019-01-01,"UT",324000
2019-01-01,"NC",227600
2019-01-01,"VT",219100
2019-01-01,"ME",203500
2019-01-01,"MA",423000
2018-12-01,"OK",161900
2018-12-01,"FL",247000
2018-12-01,"NJ",297400
2018-12-01,"MD",290400
2018-12-01,"CO",400600
2018-12-01,"MO",173600
2018-12-01,"OH",152800
2018-12-01,"KY",177000
2018-12-01,"IA",191900
2018-12-01,"NM",407300
2018-12-01,"NH",251300
2018-12-01,"CA",550500
2018-12-01,"AL",188400
2018-12-01,"AR",166800
2018-12-01,"AZ",262000
2018-12-01,"CT",255300
2018-12-01,"LA",212200
2018-12-01,"DE",225300
2018-12-01,"MA",414900
2018-12-01,"TN",237700
2018-12-01,"SC",234300
2018-12-01,"ID",272300
2018-12-01,"HI",534500
2018-12-01,"MI",169100
2018-12-01,"AK",281100
2018-12-01,"NC",239600
2018-12-01,"VA",335800
2018-12-01,"VT",235200
2018-12-01,"OR",343100
2018-12-01,"WV",195900
2018-12-01,"MN",241100
2018-12-01,"UT",312200
2018-12-01,"TX",246800
2018-12-01,"MS",174000
2018-12-01,"WA",406800
2018-12-01,"NE",189000
2018-12-01,"ME",211100
2018-12-01,"RI",268800
2018-12-01,"WI",183900
2018-12-01,"GA",232900
2018-12-01,"IN",181300
2018-12-01,"IL",211500
2018-12-01,"NY",399900
2018-12-01,"NV",286400
2018-12-01,"DC",577000
2018-12-01,"PA",202000
2018-12-01,"KS",251600
2018-11-01,"MD",296900
2018-11-01,"OK",162000
2018-11-01,"NY",386200
2018-11-01,"OR",339300
2018-11-01,"PA",207400
2018-11-01,"WV",181800
2018-11-01,"IL",218300
2018-11-01,"MI",173900
2018-11-01,"VA",339800
2018-11-01,"CO",394100
2018-11-01,"AK",287400
2018-11-01,"ID",272200
2018-11-01,"DC",575000
2018-11-01,"CA",571100
2018-11-01,"MS",174900
2018-11-01,"DE",221300
2018-11-01,"NC",241600
2018-11-01,"OH",154400
2018-11-01,"IA",190000
2018-11-01,"VT",224100
2018-11-01,"FL",246700
2018-11-01,"NJ",304300
2018-11-01,"GA",231700
2018-11-01,"UT",319100
2018-11-01,"AZ",264300
2018-11-01,"TX",242600
2018-11-01,"AR",164800
2018-11-01,"NM",404400
2018-11-01,"HI",556200
2018-11-01,"CT",242800
2018-11-01,"LA",212600
2018-11-01,"ME",222000
2018-11-01,"SC",232700
2018-11-01,"IN",183900
2018-11-01,"MN",246000
2018-11-01,"NH",271200
2018-11-01,"MO",176000
2018-11-01,"WI",188300
2018-11-01,"KS",247900
2018-11-01,"NE",198600
2018-11-01,"KY",178700
2018-11-01,"RI",271800
2018-11-01,"NV",292100
2018-11-01,"WA",408600
2018-11-01,"MA",435400
2018-11-01,"TN",237400
2018-11-01,"AL",187300
2018-10-01,"DE",219600
2018-10-01,"RI",276400
2018-10-01,"MA",430300
2018-10-01,"FL",244400
2018-10-01,"CT",241200
2018-10-01,"NC",235200
2018-10-01,"NJ",300500
2018-10-01,"OR",341900
2018-10-01,"MS",165900
2018-10-01,"SC",229200
2018-10-01,"NV",290100
2018-10-01,"AZ",263400
2018-10-01,"TN",234400
2018-10-01,"VT",233200
2018-10-01,"TX",241700
2018-10-01,"AK",275200
2018-10-01,"NH",263600
2018-10-01,"ME",216200
2018-10-01,"NY",382500
2018-10-01,"IA",188300
2018-10-01,"AL",188900
2018-10-01,"ID",269900
2018-10-01,"MN",243600
2018-10-01,"HI",540800
2018-10-01,"NM",398900
2018-10-01,"WV",187600
2018-10-01,"WA",411500
2018-10-01,"OH",154200
2018-10-01,"NE",191000
2018-10-01,"KS",240900
2018-10-01,"KY",174200
2018-10-01,"IL",215100
2018-10-01,"LA",208400
2018-10-01,"MI",175500
2018-10-01,"VA",333500
2018-10-01,"CA",577900
2018-10-01,"PA",203800
2018-10-01,"UT",327100
2018-10-01,"GA",230100
2018-10-01,"WI",188400
2018-10-01,"MD",289900
2018-10-01,"CO",398200
2018-10-01,"MO",176200
2018-10-01,"IN",175100
2018-10-01,"AR",164900
2018-10-01,"DC",585000
2018-10-01,"OK",162800
2018-09-01,"OH",160300
2018-09-01,"TN",233600
2018-09-01,"IA",194000
2018-09-01,"MI",178500
2018-09-01,"UT",317000
2018-09-01,"NH",270300
2018-09-01,"AZ",260700
2018-09-01,"DE",226400
2018-09-01,"RI",280500
2018-09-01,"KY",176400
2018-09-01,"AR",168100
2018-09-01,"KS",235800
2018-09-01,"WV",191900
2018-09-01,"MD",294900
2018-09-01,"HI",554300
2018-09-01,"VA",328100
2018-09-01,"AK",282800
2018-09-01,"ME",217000
2018-09-01,"NE",188700
2018-09-01,"MS",177100
2018-09-01,"LA",210800
2018-09-01,"SC",232800
2018-09-01,"IN",180400
2018-09-01,"CA",574900
2018-09-01,"CT",255200
2018-09-01,"NJ",307600
2018-09-01,"GA",235400
2018-09-01,"OK",163000
2018-09-01,"NC",234900
2018-09-01,"VT",228100
2018-09-01,"TX",242100
2018-09-01,"OR",343800
2018-09-01,"MN",241400
2018-09-01,"ID",271400
2018-09-01,"MA",432000
2018-09-01,"NY",394900
2018-09-01,"DC",516600
2018-09-01,"MO",173900
2018-09-01,"WA",407800
2018-09-01,"NV",293500
2018-09-01,"PA",208500
2018-09-01,"IL",223900
2018-09-01,"NM",351200
2018-09-01,"WI",189800
2018-09-01,"AL",185000
2018-09-01,"FL",244500
2018-09-01,"CO",395900
2018-08-01,"CA",580100
2018-08-01,"AR",166300
2018-08-01,"HI",561100
2018-08-01,"MO",180200
2018-08-01,"MD",307200
2018-08-01,"IN",183000
2018-08-01,"OR",353900
2018-08-01,"KY",178300
2018-08-01,"NY",404300
2018-08-01,"DE",230200
2018-08-01,"MN",248700
2018-08-01,"CT",273800
2018-08-01,"IA",200200
2018-08-01,"TX",249500
2018-08-01,"CO",407900
2018-08-01,"ME",227800
2018-08-01,"IL",227900
2018-08-01,"MA",456200
2018-08-01,"NJ",321500
2018-08-01,"AK",291800
2018-08-01,"NM",369000
2018-08-01,"OH",162400
2018-08-01,"NH",268200
2018-08-01,"ID",277400
2018-08-01,"WI",195300
2018-08-01,"AL",187100
2018-08-01,"NV",289700
2018-08-01,"MS",182900
2018-08-01,"VT",224900
2018-08-01,"DC",552500
2018-08-01,"WA",413800
2018-08-01,"NC",241600
2018-08-01,"GA",232400
2018-08-01,"FL",246200
2018-08-01,"VA",340600
2018-08-01,"RI",278000
2018-08-01,"KS",245400
2018-08-01,"WV",202900
2018-08-01,"MI",186500
2018-08-01,"NE",196600
2018-08-01,"PA",218300
2018-08-01,"TN",240100
2018-08-01,"UT",320300
2018-08-01,"LA",212900
2018-08-01,"AZ",263100
2018-08-01,"OK",167000
2018-08-01,"SC",233000
2018-07-01,"MI",192100
2018-07-01,"MS",175500
2018-07-01,"SC",229700
2018-07-01,"VA",354000
2018-07-01,"NC",244700
2018-07-01,"MD",305700
2018-07-01,"IA",197300
2018-07-01,"NE",201500
2018-07-01,"LA",215700
2018-07-01,"TX",252500
2018-07-01,"PA",219900
2018-07-01,"CO",408300
2018-07-01,"WV",197700
2018-07-01,"AL",195800
2018-07-01,"AR",170700
2018-07-01,"TN",242900
2018-07-01,"OR",353600
2018-07-01,"ME",226400
2018-07-01,"VT",232500
2018-07-01,"FL",245900
2018-07-01,"NV",287000
2018-07-01,"NH",273800
2018-07-01,"HI",568100
2018-07-01,"KS",258000
2018-07-01,"IL",239200
2018-07-01,"MO",184400
2018-07-01,"ID",270100
2018-07-01,"IN",185200
2018-07-01,"GA",242100
2018-07-01,"MA",464900
2018-07-01,"DC",569500
2018-07-01,"DE",221500
2018-07-01,"OK",168500
2018-07-01,"NY",430900
2018-07-01,"NJ",324200
2018-07-01,"AK",300800
2018-07-01,"CA",588900
2018-07-01,"OH",165700
2018-07-01,"UT",323000
2018-07-01,"RI",280700
2018-07-01,"CT",278300
2018-07-01,"NM",356400
2018-07-01,"AZ",262900
2018-07-01,"WI",199200
2018-07-01,"MN",248600
2018-07-01,"WA",427300
2018-07-01,"KY",186300
2018-06-01,"PA",225000
2018-06-01,"ME",229400
2018-06-01,"AL",197600
2018-06-01,"MS",169900
2018-06-01,"KS",259900
2018-06-01,"VA",362400
2018-06-01,"NY",419200
2018-06-01,"CA",599300
2018-06-01,"OR",360200
2018-06-01,"IA",202300
2018-06-01,"IL",250300
2018-06-01,"AK",286300
2018-06-01,"RI",285400
2018-06-01,"NM",374000
2018-06-01,"GA",249400
2018-06-01,"TX",256600
2018-06-01,"UT",330400
2018-06-01,"KY",188600
2018-06-01,"MA",466000
2018-06-01,"NC",248800
2018-06-01,"HI",559600
2018-06-01,"MO",190700
2018-06-01,"CO",415100
2018-06-01,"VT",231500
2018-06-01,"OK",169000
2018-06-01,"MN",253100
2018-06-01,"DE",229600
2018-06-01,"ID",274200
2018-06-01,"AR",175500
2018-06-01,"TN",245900
2018-06-01,"WA",434800
2018-06-01,"SC",239000
2018-06-01,"FL",255100
2018-06-01,"NV",286400
2018-06-01,"CT",283100
2018-06-01,"NE",205200
2018-06-01,"WI",203100
2018-06-01,"OH",169800
2018-06-01,"IN",190100
2018-06-01,"MD",316200
2018-06-01,"DC",602500
2018-06-01,"MI",188900
2018-06-01,"LA",219600
2018-06-01,"NH",277500
2018-06-01,"NJ",320300
2018-06-01,"AZ",266200
2018-06-01,"WV",195800
2018-05-01,"OH",163200
2018-05-01,"MO",187300
2018-05-01,"OR",352000
2018-05-01,"NJ",303700
2018-05-01,"AR",171100
2018-05-01,"IL",239900
2018-05-01,"NH",266700
2018-05-01,"VT",224900
2018-05-01,"ID",259100
2018-05-01,"MS",169300
2018-05-01,"NY",407000
2018-05-01,"NM",355200
2018-05-01,"AK",284200
2018-05-01,"NV",284100
2018-05-01,"NC",242300
2018-05-01,"KS",250300
2018-05-01,"AZ",264900
2018-05-01,"PA",209300
2018-05-01,"CA",599000
2018-05-01,"CT",258600
2018-05-01,"RI",274500
2018-05-01,"FL",248400
2018-05-01,"SC",229600
2018-05-01,"DC",590000
2018-05-01,"WV",192300
2018-05-01,"HI",568000
2018-05-01,"WA",436600
2018-05-01,"KY",181200
2018-05-01,"DE",230000
2018-05-01,"TN",242100
2018-05-01,"UT",315600
2018-05-01,"IN",189400
2018-05-01,"MA",445700
2018-05-01,"MI",186600
2018-05-01,"MN",254000
2018-05-01,"TX",254500
2018-05-01,"WI",193000
2018-05-01,"CO",416100
2018-05-01,"NE",201300
2018-05-01,"MD",311500
2018-05-01,"AL",195900
2018-05-01,"GA",247200
2018-05-01,"OK",166300
2018-05-01,"IA",197700
2018-05-01,"VA",354800
2018-05-01,"LA",217700
2018-05-01,"ME",223000
2018-04-01,"CT",251600
2018-04-01,"KS",246300
2018-04-01,"IN",179500
2018-04-01,"UT",306700
2018-04-01,"NC",238200
2018-04-01,"MS",168900
2018-04-01,"TN",231400
2018-04-01,"CA",585600
2018-04-01,"DE",206700
2018-04-01,"NV",283700
2018-04-01,"TX",246600
2018-04-01,"GA",240300
2018-04-01,"NM",338900
2018-04-01,"NY",408300
2018-04-01,"AL",181500
2018-04-01,"IA",198200
